x,y,dx
143,200,15
157,201,14
177,240,36
203,264,25
176,265,27
196,280,19
175,283,21
196,287,21
174,289,22
193,301,22
171,307,22
145,315,28
154,322,15
172,327,25
189,329,17
172,331,21
196,342,25
170,345,26
