x,y,dx
154,143,16
144,153,16
161,154,17
148,159,13
143,184,13
81,231,38
99,242,14
149,264,25
124,268,23
152,273,29
133,274,19
150,277,17
123,278,27
150,279,27
121,280,29
150,297,32
121,298,29
152,333,29
119,334,33
134,337,15
145,343,18
121,346,24
