x,y,dx
98,16,13
78,189,18
96,192,18
78,193,18
95,196,17
77,199,18
76,208,17
94,218,21
73,219,21
95,225,26
62,234,38
99,256,26
74,258,19
93,264,18
75,265,18
93,275,19
76,276,17
93,284,16
58,326,32
