x,y,dx
179,152,13
182,165,19
167,166,15
179,183,20
158,185,17
106,232,43
141,242,27
165,277,22
142,279,23
167,282,24
131,283,36
168,284,37
143,285,25
167,293,24
139,294,28
167,300,26
139,301,28
166,311,31
134,312,32
166,313,32
132,315,33
165,316,33
131,317,34
164,325,33
132,326,32
167,342,29
141,345,21
161,348,20
140,350,21
161,354,19
142,357,17
