x,y,dx
113,156,17
130,166,17
127,189,21
105,193,22
125,200,20
103,202,22
123,203,20
103,204,20
127,216,26
96,217,31
84,221,15
76,239,19
126,253,34
94,254,32
126,259,33
96,262,29
125,271,31
92,273,29
122,277,29
96,280,23
116,283,21
90,292,27
105,293,15
90,300,13
105,308,14
90,312,13
103,313,13
90,314,13
104,315,14
115,331,25
92,333,18
112,336,20
87,339,25
