x,y,dx
105,163,16
121,166,16
103,167,18
120,169,17
103,170,17
117,178,16
100,180,17
116,185,16
98,186,18
116,188,18
97,190,19
116,191,19
97,192,19
116,201,23
117,209,22
94,210,23
117,212,23
90,217,29
74,222,15
117,225,33
70,238,47
110,261,25
86,262,24
109,263,23
83,264,26
113,278,28
86,279,27
108,287,24
84,291,28
110,294,26
83,299,28
112,310,23
89,311,23
100,316,17
97,321,18
119,326,38
79,328,31
107,331,28
80,332,27
