x,y,baseline,depth,groove
148,230,161.0664937849275,13.066493784927502,1
149,230,161.0664937849275,12.066493784927502,1
150,230,161.0664937849275,11.066493784927502,1
202,220,205.22708463060292,3.227084630602917,0
203,220,205.22708463060292,2.227084630602917,0
204,220,205.22708463060292,1.227084630602917,0
205,220,205.22708463060292,0.22708463060291706,0
206,220,205.22708463060292,-0.7729153693970829,0
208,219,209.64314371517048,1.6431437151704813,0
209,219,209.64314371517048,0.6431437151704813,0
210,219,209.64314371517048,-0.3568562848295187,0
211,219,209.64314371517048,-1.3568562848295187,0
212,219,209.64314371517048,-2.3568562848295187,0
213,218,214.05920279973805,1.0592027997380455,0
214,218,214.05920279973805,0.05920279973804554,0
215,218,214.05920279973805,-0.9407972002619545,0
216,218,214.05920279973805,-1.9407972002619545,0
218,217,218.4752618843056,0.4752618843056098,0
219,217,218.4752618843056,-0.5247381156943902,0
220,217,218.4752618843056,-1.5247381156943902,0
222,216,222.89132096887317,0.891320968873174,0
223,216,222.89132096887317,-0.10867903112682598,0
224,216,222.89132096887317,-1.108679031126826,0
225,216,222.89132096887317,-2.108679031126826,0
226,217,218.4752618843056,-7.52473811569439,0
227,215,227.30738005344074,0.30738005344073827,0
228,215,227.30738005344074,-0.6926199465592617,0
229,215,227.30738005344074,-1.6926199465592617,0
230,215,227.30738005344074,-2.6926199465592617,0
231,214,231.7234391380082,0.7234391380081888,0
232,214,231.7234391380082,-0.2765608619918112,0
233,214,231.7234391380082,-1.2765608619918112,0
234,214,231.7234391380082,-2.276560861991811,0
235,213,236.13949822257575,1.139498222575753,0
236,213,236.13949822257575,0.13949822257575306,0
237,213,236.13949822257575,-0.8605017774242469,0
238,213,236.13949822257575,-1.860501777424247,0
239,212,240.55555730714332,1.5555573071433173,0
240,212,240.55555730714332,0.5555573071433173,0
241,212,240.55555730714332,-0.4444426928566827,0
242,214,231.7234391380082,-10.276560861991811,0
245,215,227.30738005344074,-17.69261994655926,0
246,215,227.30738005344074,-18.69261994655926,0
247,215,227.30738005344074,-19.69261994655926,0
269,204,275.8840299836837,6.8840299836837175,1
270,204,275.8840299836837,5.8840299836837175,1
271,204,275.8840299836837,4.8840299836837175,0
272,204,275.8840299836837,3.8840299836837175,0
273,204,275.8840299836837,2.8840299836837175,0
274,204,275.8840299836837,1.8840299836837175,0
277,203,280.3000890682513,3.300089068251282,0
278,202,284.71614815281885,6.716148152818846,1
279,202,284.71614815281885,5.716148152818846,1
280,202,284.71614815281885,4.716148152818846,0
