x,y,baseline,depth,groove
111,335,124.65090693705679,13.650906937056789,1
112,335,124.65090693705679,12.650906937056789,1
113,335,124.65090693705679,11.650906937056789,1
118,305,150.75002199168415,32.75002199168415,1
119,305,150.75002199168415,31.75002199168415,1
120,305,150.75002199168415,30.75002199168415,1
121,325,133.35061195526595,12.350611955265947,1
122,325,133.35061195526595,11.350611955265947,1
123,326,132.480641453445,9.480641453445003,1
124,322,135.96052346072867,11.960523460728666,1
125,324,134.22058245708683,9.220582457086834,1
126,322,135.96052346072867,9.960523460728666,1
129,337,122.91096593341496,-6.089034066585043,0
130,329,129.87072994798228,-0.12927005201771635,0
131,329,129.87072994798228,-1.1292700520177164,0
132,329,129.87072994798228,-2.1292700520177164,0
133,319,138.57043496619139,5.570434966191385,1
134,318,139.44040546801233,5.4404054680123295,1
135,318,139.44040546801233,4.4404054680123295,0
136,291,162.92960901717694,26.929609017176944,1
137,334,125.52087743887773,-11.479122561122267,0
138,334,125.52087743887773,-12.479122561122267,0
139,334,125.52087743887773,-13.479122561122267,0
140,321,136.83049396254955,-3.1695060374504465,0
141,321,136.83049396254955,-4.1695060374504465,0
142,295,159.4497270098933,17.44972700989331,1
143,295,159.4497270098933,16.44972700989331,1
144,295,159.4497270098933,15.449727009893309,1
145,295,159.4497270098933,14.449727009893309,1
146,296,158.57975650807236,12.579756508072364,1
147,296,158.57975650807236,11.579756508072364,1
148,296,158.57975650807236,10.579756508072364,1
149,296,158.57975650807236,9.579756508072364,1
150,323,135.09055295890772,-14.909447041092278,0
151,322,135.96052346072867,-15.039476539271334,0
152,319,138.57043496619139,-13.429565033808615,0
153,288,165.5395205226397,12.539520522639691,1
156,299,155.96984500260965,-0.030154997390354765,0
157,292,162.05963851535603,5.059638515356028,1
158,294,160.3196975117142,2.319697511714196,0
159,294,160.3196975117142,1.319697511714196,0
168,300,155.09987450078876,-12.900125499211242,0
169,300,155.09987450078876,-13.900125499211242,0
170,300,155.09987450078876,-14.900125499211242,0
171,300,155.09987450078876,-15.900125499211242,0
172,300,155.09987450078876,-16.900125499211242,0
173,300,155.09987450078876,-17.900125499211242,0
174,300,155.09987450078876,-18.900125499211242,0
175,300,155.09987450078876,-19.900125499211242,0
176,300,155.09987450078876,-20.900125499211242,0
177,300,155.09987450078876,-21.900125499211242,0
178,300,155.09987450078876,-22.900125499211242,0
179,300,155.09987450078876,-23.900125499211242,0
180,300,155.09987450078876,-24.900125499211242,0
181,300,155.09987450078876,-25.900125499211242,0
