x,y,baseline,depth,groove
<<<<<<< HEAD
270,192,193.269665254082,1.269665254082014,0
271,192,193.76451766544946,1.7645176654494605,0
272,192,194.2593700768169,2.259370076816907,0
273,192,194.75422248818433,2.7542224881843254,0
368,282,241.76520156809102,-40.234798431908985,0
369,282,242.26005397945846,-39.73994602054154,0
370,282,242.7549063908259,-39.24509360917409,0
375,210,245.22916844766308,35.229168447663085,1
376,208,245.72402085903053,37.72402085903053,1
377,208,246.21887327039798,38.21887327039798,1
=======
270,192,305.9861439312566,35.986143931256606,1
271,192,305.9861439312566,34.986143931256606,1
272,192,305.9861439312566,33.986143931256606,1
273,192,305.9861439312566,32.986143931256606,1
368,282,379.4313641245972,11.431364124597224,1
369,282,379.4313641245972,10.431364124597224,1
370,282,379.4313641245972,9.431364124597224,1
375,210,320.67518796992476,-54.324812030075236,0
376,208,319.04307196562826,-56.95692803437174,0
377,208,319.04307196562826,-57.95692803437174,0
>>>>>>> feature
