x,y,baseline,depth,groove
131,335,151.8675681909924,20.867568190992387,1
132,335,151.8675681909924,19.867568190992387,1
133,331,148.24528573900002,15.245285739000025,1
134,322,140.09515022201722,6.0951502220172245,1
135,322,140.09515022201722,5.0951502220172245,1
136,322,140.09515022201722,4.0951502220172245,0
137,322,140.09515022201722,3.0951502220172245,0
138,322,140.09515022201722,2.0951502220172245,0
139,328,145.5285739000058,6.528573900005796,1
140,326,143.7174326740096,3.7174326740095864,0
141,326,143.7174326740096,2.7174326740095864,0
142,341,157.30099186898096,15.300991868980958,1
143,341,157.30099186898096,14.300991868980958,1
144,335,151.8675681909924,7.867568190992387,1
145,328,145.5285739000058,0.5285739000057958,0
146,328,145.5285739000058,-0.47142609999420415,0
147,328,145.5285739000058,-1.4714260999942042,0
148,329,146.43414451300387,-1.5658554869961279,0
149,329,146.43414451300387,-2.565855486996128,0
150,329,146.43414451300387,-3.565855486996128,0
151,330,147.33971512600195,-3.6602848739980516,0
152,330,147.33971512600195,-4.660284873998052,0
153,330,147.33971512600195,-5.660284873998052,0
154,341,157.30099186898096,3.300991868980958,0
155,341,157.30099186898096,2.300991868980958,0
156,332,149.1508563519981,-6.849143648001899,0
157,332,149.1508563519981,-7.849143648001899,0
161,335,151.8675681909924,-9.132431809007613,0
162,337,153.6787094169886,-8.321290583011404,0
163,335,151.8675681909924,-11.132431809007613,0
172,334,150.9619975779943,-21.03800242200569,0
173,334,150.9619975779943,-22.03800242200569,0
174,334,150.9619975779943,-23.03800242200569,0
