x,y,baseline,depth,groove
134,232,161.94324853648294,27.94324853648294,1
135,232,161.94324853648294,26.94324853648294,1
136,232,161.94324853648294,25.94324853648294,1
137,326,139.6868223465986,2.6868223465986034,0
138,326,139.6868223465986,1.6868223465986034,0
139,326,139.6868223465986,0.6868223465986034,0
140,325,139.92359283798032,-0.07640716201967734,0
141,323,140.39713382074385,-0.6028661792561536,0
142,323,140.39713382074385,-1.6028661792561536,0
143,323,140.39713382074385,-2.6028661792561536,0
153,235,161.2329370623377,8.232937062337697,1
154,235,161.2329370623377,7.232937062337697,1
155,235,161.2329370623377,6.232937062337697,1
156,235,161.2329370623377,5.232937062337697,1
157,235,161.2329370623377,4.232937062337697,0
158,235,161.2329370623377,3.2329370623376974,0
162,234,161.46970755371945,-0.5302924462805549,0
163,234,161.46970755371945,-1.530292446280555,0
164,234,161.46970755371945,-2.530292446280555,0
165,234,161.46970755371945,-3.530292446280555,0
166,234,161.46970755371945,-4.530292446280555,0
167,233,161.7064780451012,-5.293521954898807,0
168,230,162.41678951924644,-5.583210480753564,0
169,227,163.12710099339168,-5.872899006608321,0
170,233,161.7064780451012,-8.293521954898807,0
171,233,161.7064780451012,-9.293521954898807,0
172,233,161.7064780451012,-10.293521954898807,0
173,234,161.46970755371945,-11.530292446280555,0
176,234,161.46970755371945,-14.530292446280555,0
177,234,161.46970755371945,-15.530292446280555,0
178,234,161.46970755371945,-16.530292446280555,0
