x,y,baseline,depth,groove
142,230,161.32770957294497,19.32770957294497,1
143,230,161.32770957294497,18.32770957294497,1
144,230,161.32770957294497,17.32770957294497,1
149,231,156.05264743541397,7.052647435413974,1
150,231,156.05264743541397,6.052647435413974,1
151,231,156.05264743541397,5.052647435413974,1
155,231,156.05264743541397,1.0526474354139737,0
156,231,156.05264743541397,0.05264743541397365,0
157,231,156.05264743541397,-0.9473525645860263,0
158,231,156.05264743541397,-1.9473525645860263,0
177,228,171.87783384800719,-5.122166151992815,0
178,228,171.87783384800719,-6.122166151992815,0
179,228,171.87783384800719,-7.122166151992815,0
180,228,171.87783384800719,-8.122166151992815,0
182,227,177.15289598553818,-4.84710401446182,0
183,227,177.15289598553818,-5.84710401446182,0
184,227,177.15289598553818,-6.84710401446182,0
185,227,177.15289598553818,-7.84710401446182,0
186,226,182.42795812306917,-3.5720418769308253,0
187,226,182.42795812306917,-4.572041876930825,0
188,226,182.42795812306917,-5.572041876930825,0
195,224,192.9780823981314,-2.0219176018686085,0
196,224,192.9780823981314,-3.0219176018686085,0
197,224,192.9780823981314,-4.0219176018686085,0
198,223,198.2531445356624,0.25314453566238626,0
199,223,198.2531445356624,-0.7468554643376137,0
200,223,198.2531445356624,-1.7468554643376137,0
201,223,198.2531445356624,-2.7468554643376137,0
202,223,198.2531445356624,-3.7468554643376137,0
203,223,198.2531445356624,-4.746855464337614,0
204,223,198.2531445356624,-5.746855464337614,0
205,223,198.2531445356624,-6.746855464337614,0
206,223,198.2531445356624,-7.746855464337614,0
207,217,229.9035173608488,22.90351736084881,1
208,217,229.9035173608488,21.90351736084881,1
209,215,240.4536416359108,31.4536416359108,1
229,217,229.9035173608488,0.9035173608488094,0
230,217,229.9035173608488,-0.0964826391511906,0
231,217,229.9035173608488,-1.0964826391511906,0
232,217,229.9035173608488,-2.0964826391511906,0
233,217,229.9035173608488,-3.0964826391511906,0
234,217,229.9035173608488,-4.096482639151191,0
235,217,229.9035173608488,-5.096482639151191,0
236,216,235.1785794983798,-0.8214205016201959,0
237,216,235.1785794983798,-1.8214205016201959,0
238,216,235.1785794983798,-2.821420501620196,0
239,215,240.4536416359108,1.4536416359107989,0
240,215,240.4536416359108,0.45364163591079887,0
241,215,240.4536416359108,-0.5463583640892011,0
243,215,240.4536416359108,-2.546358364089201,0
244,215,240.4536416359108,-3.546358364089201,0
245,215,240.4536416359108,-4.546358364089201,0
248,214,245.72870377344202,-2.271296226557979,0
249,214,245.72870377344202,-3.271296226557979,0
250,214,245.72870377344202,-4.271296226557979,0
