x,y,baseline,depth,groove
129,334,135.721066756122,6.721066756122013,1
130,334,135.721066756122,5.721066756122013,1
131,334,135.721066756122,4.721066756122013,0
132,334,135.721066756122,3.7210667561220134,0
133,336,133.41689030526658,0.4168903052665769,0
134,336,133.41689030526658,-0.5831096947334231,0
135,336,133.41689030526658,-1.5831096947334231,0
136,326,144.93777255954365,8.937772559543646,1
137,326,144.93777255954365,7.937772559543646,1
138,326,144.93777255954365,6.937772559543646,1
142,334,135.721066756122,-6.278933243877987,0
143,333,136.8731549815497,-6.126845018450297,0
144,322,149.54612546125446,5.546125461254462,1
145,313,159.91491949010384,14.914919490103841,1
146,322,149.54612546125446,3.546125461254462,0
147,322,149.54612546125446,2.546125461254462,0
148,322,149.54612546125446,1.5461254612544622,0
149,322,149.54612546125446,0.5461254612544622,0
150,322,149.54612546125446,-0.45387453874553785,0
151,322,149.54612546125446,-1.4538745387455378,0
152,323,148.39403723582677,-3.6059627641732277,0
153,323,148.39403723582677,-4.605962764173228,0
154,319,153.0023901375376,-0.9976098624624115,0
155,319,153.0023901375376,-1.9976098624624115,0
156,319,153.0023901375376,-2.9976098624624115,0
161,313,159.91491949010384,-1.0850805098961587,0
162,313,159.91491949010384,-2.0850805098961587,0
163,313,159.91491949010384,-3.0850805098961587,0
164,325,146.08986078497134,-17.910139215028664,0
165,325,146.08986078497134,-18.910139215028664,0
