x,y,baseline,depth,groove
137,234,150.6835180055403,13.683518005540293,1
138,234,150.6835180055403,12.683518005540293,1
139,234,150.6835180055403,11.683518005540293,1
140,234,150.6835180055403,10.683518005540293,1
144,237,153.3739612188365,9.373961218836513,1
145,237,153.3739612188365,8.373961218836513,1
146,237,153.3739612188365,7.373961218836513,1
147,237,153.3739612188365,6.373961218836513,1
148,237,153.3739612188365,5.373961218836513,1
149,237,153.3739612188365,4.373961218836513,0
150,238,154.2707756232686,4.270775623268605,0
151,241,156.96121883656483,5.961218836564825,1
154,237,153.3739612188365,-0.6260387811634871,0
155,237,153.3739612188365,-1.626038781163487,0
156,237,153.3739612188365,-2.626038781163487,0
157,237,153.3739612188365,-3.626038781163487,0
158,237,153.3739612188365,-4.626038781163487,0
159,237,153.3739612188365,-5.626038781163487,0
160,237,153.3739612188365,-6.626038781163487,0
162,236,152.47714681440445,-9.522853185595551,0
163,236,152.47714681440445,-10.522853185595551,0
164,236,152.47714681440445,-11.522853185595551,0
165,235,151.58033240997239,-13.419667590027615,0
166,235,151.58033240997239,-14.419667590027615,0
167,235,151.58033240997239,-15.419667590027615,0
