x,y,baseline,depth,groove
124,236,148.53257236606714,24.532572366067143,1
125,236,148.53257236606714,23.532572366067143,1
126,236,148.53257236606714,22.532572366067143,1
135,323,136.56799399603813,1.5679939960381262,0
136,322,136.7055178853488,0.7055178853487973,0
137,322,136.7055178853488,-0.29448211465120266,0
138,235,148.67009625537784,10.670096255377842,1
139,235,148.67009625537784,9.670096255377842,1
140,235,148.67009625537784,8.670096255377842,1
147,238,148.2575245874458,1.2575245874458005,0
148,238,148.2575245874458,0.25752458744580053,0
149,238,148.2575245874458,-0.7424754125541995,0
150,238,148.2575245874458,-1.7424754125541995,0
151,238,148.2575245874458,-2.7424754125541995,0
152,238,148.2575245874458,-3.7424754125541995,0
153,238,148.2575245874458,-4.7424754125541995,0
154,238,148.2575245874458,-5.7424754125541995,0
155,238,148.2575245874458,-6.7424754125541995,0
156,238,148.2575245874458,-7.7424754125541995,0
157,238,148.2575245874458,-8.7424754125542,0
162,237,148.39504847675647,-13.604951523243528,0
163,237,148.39504847675647,-14.604951523243528,0
164,237,148.39504847675647,-15.604951523243528,0
165,237,148.39504847675647,-16.60495152324353,0
