x,y,baseline,depth,groove
137,230,210.97113962227044,73.97113962227044,1
138,230,210.97113962227044,72.97113962227044,1
139,230,210.97113962227044,71.97113962227044,1
155,230,210.97113962227044,55.97113962227044,1
156,230,210.97113962227044,54.97113962227044,1
157,230,210.97113962227044,53.97113962227044,1
158,230,210.97113962227044,52.97113962227044,1
159,230,210.97113962227044,51.97113962227044,1
189,224,211.7879717010126,22.787971701012594,1
190,224,211.7879717010126,21.787971701012594,1
191,224,211.7879717010126,20.787971701012594,1
199,221,212.19638774038367,13.19638774038367,1
200,221,212.19638774038367,12.19638774038367,1
201,221,212.19638774038367,11.19638774038367,1
211,219,212.46866509996437,1.468665099964369,0
212,219,212.46866509996437,0.4686650999643689,0
213,219,212.46866509996437,-0.5313349000356311,0
214,315,199.39935184008993,-14.600648159910065,0
215,285,203.4835122338007,-11.516487766199305,0
217,322,198.44638108155743,-18.553618918442567,0
218,321,198.58251976134778,-19.417480238652217,0
219,321,198.58251976134778,-20.417480238652217,0
220,220,212.33252642017402,-7.66747357982598,0
221,220,212.33252642017402,-8.66747357982598,0
222,220,212.33252642017402,-9.66747357982598,0
223,217,212.7409424595451,-10.259057540454904,0
224,217,212.7409424595451,-11.259057540454904,0
225,216,212.87708113933544,-12.122918860664555,0
226,216,212.87708113933544,-13.122918860664555,0
227,216,212.87708113933544,-14.122918860664555,0
228,217,212.7409424595451,-15.259057540454904,0
229,217,212.7409424595451,-16.259057540454904,0
230,217,212.7409424595451,-17.259057540454904,0
232,215,213.01321981912582,-18.986780180874177,0
233,215,213.01321981912582,-19.986780180874177,0
234,215,213.01321981912582,-20.986780180874177,0
235,215,213.01321981912582,-21.986780180874177,0
236,216,212.87708113933544,-23.122918860664555,0
239,213,213.28549717870652,-25.71450282129348,0
240,213,213.28549717870652,-26.71450282129348,0
241,213,213.28549717870652,-27.71450282129348,0
242,213,213.28549717870652,-28.71450282129348,0
243,213,213.28549717870652,-29.71450282129348,0
244,212,213.4216358584969,-30.5783641415031,0
245,212,213.4216358584969,-31.5783641415031,0
246,212,213.4216358584969,-32.5783641415031,0
247,212,213.4216358584969,-33.5783641415031,0
