x,y,baseline,depth,groove
<<<<<<< HEAD
120,323,329.3794281958592,6.379428195859191,1
121,323,327.1731514952348,4.173151495234777,0
122,324,324.9668747946104,0.966874794610419,0
123,324,322.760598093986,-1.2394019060139954,0
124,324,320.55432139336165,-3.445678606638353,0
125,321,318.34804469273723,-2.6519553072627673,0
126,321,316.1417679921129,-4.858232007887125,0
127,318,313.93549129148846,-4.064508708511539,0
128,326,311.7292145908641,-14.270785409135897,0
129,317,309.52293789023975,-7.477062109760254,0
130,317,307.31666118961533,-9.683338810384669,0
131,315,305.110384488991,-9.889615511009026,0
132,233,302.90410778836656,69.90410778836656,1
133,233,300.6978310877422,67.6978310877422,1
134,233,298.4915543871178,65.49155438711779,1
135,336,296.28527768649343,-39.71472231350657,0
136,341,294.079000985869,-46.920999014130985,0
137,309,291.87272428524466,-17.127275714755342,0
138,339,289.66644758462024,-49.333552415379756,0
139,309,287.4601708839959,-21.539829116004114,0
140,333,285.25389418337153,-47.74610581662847,0
141,333,283.0476174827471,-49.952382517252886,0
142,333,280.84134078212276,-52.15865921787724,0
143,304,278.63506408149834,-25.364935918501658,0
144,335,276.428787380874,-58.571212619126015,0
145,235,274.22251068024957,39.22251068024957,1
146,235,272.0162339796252,37.01623397962521,1
147,235,269.8099572790008,34.8099572790008,1
148,235,267.60368057837644,32.60368057837644,1
149,236,265.397403877752,29.397403877752026,1
150,236,263.19112717712767,27.19112717712767,1
151,236,260.9848504765033,24.98485047650331,1
152,236,258.7785737758789,22.778573775878897,1
153,236,256.57229707525454,20.57229707525454,1
154,236,254.36602037463012,18.366020374630125,1
155,236,252.15974367400577,16.159743674005767,1
159,235,243.33463687150822,8.334636871508224,1
160,235,241.12836017088387,6.128360170883866,1
161,231,238.92208347025945,7.922083470259452,1
162,231,236.7158067696351,5.715806769635094,1
163,226,234.50953006901068,8.50953006901068,1
164,235,232.30325336838632,-2.696746631613678,0
165,235,230.0969766677619,-4.903023332238092,0
166,236,227.89069996713755,-8.10930003286245,0
167,228,225.68442326651314,-2.315576733486864,0
168,230,223.47814656588878,-6.521853434111222,0
169,230,221.27186986526436,-8.728130134735636,0
171,233,216.85931646401565,-16.14068353598435,0
172,233,214.65303976339123,-18.346960236608766,0
173,233,212.44676306276688,-20.553236937233123,0
=======
120,323,132.39998530002663,12.399985300026628,1
121,323,132.39998530002663,11.399985300026628,1
122,324,132.13820489930225,10.138204899302252,1
123,324,132.13820489930225,9.138204899302252,1
124,324,132.13820489930225,8.138204899302252,1
125,321,132.9235461014754,7.923546101475409,1
126,321,132.9235461014754,6.923546101475409,1
127,318,133.7088873036486,6.708887303648595,1
128,326,131.61464409785344,3.614644097853443,0
129,317,133.970667704373,4.970667704373,0
130,317,133.970667704373,3.9706677043729997,0
131,315,134.49422850582175,3.494228505821752,0
132,233,155.96022136522203,23.960221365222026,1
133,233,155.96022136522203,22.960221365222026,1
134,233,155.96022136522203,21.960221365222026,1
135,336,128.9968400906095,-6.00315990939049,0
136,341,127.68793808698754,-8.312061913012457,0
137,309,136.06491091016812,-0.9350890898318767,0
138,339,128.21149888843632,-9.788501111563676,0
139,309,136.06491091016812,-2.9350890898318767,0
140,333,129.7821812927827,-10.217818707217305,0
141,333,129.7821812927827,-11.217818707217305,0
142,333,129.7821812927827,-12.217818707217305,0
143,304,137.37381291379012,-5.626187086209882,0
144,335,129.25862049133391,-14.741379508666085,0
145,235,155.43666056377322,10.436660563773216,1
146,235,155.43666056377322,9.436660563773216,1
147,235,155.43666056377322,8.436660563773216,1
148,235,155.43666056377322,7.436660563773216,1
149,236,155.17488016304884,6.17488016304884,1
150,236,155.17488016304884,5.17488016304884,1
151,236,155.17488016304884,4.17488016304884,0
152,236,155.17488016304884,3.17488016304884,0
153,236,155.17488016304884,2.17488016304884,0
154,236,155.17488016304884,1.1748801630488401,0
155,236,155.17488016304884,0.17488016304884013,0
159,235,155.43666056377322,-3.5633394362267836,0
160,235,155.43666056377322,-4.563339436226784,0
161,231,156.4837821666708,-4.516217833329193,0
162,231,156.4837821666708,-5.516217833329193,0
163,226,157.79268417029277,-5.207315829707227,0
164,235,155.43666056377322,-8.563339436226784,0
165,235,155.43666056377322,-9.563339436226784,0
166,236,155.17488016304884,-10.82511983695116,0
167,228,157.269123368844,-9.730876631156008,0
168,230,156.7455625673952,-11.254437432604789,0
169,230,156.7455625673952,-12.254437432604789,0
171,233,155.96022136522203,-15.039778634777974,0
172,233,155.96022136522203,-16.039778634777974,0
173,233,155.96022136522203,-17.039778634777974,0
>>>>>>> feature
