x,y,baseline,depth,groove
141,229,219.22002218235684,78.22002218235684,1
142,229,219.22002218235684,77.22002218235684,1
143,229,219.22002218235684,76.22002218235684,1
196,220,223.4659485935046,27.465948593504606,1
197,220,223.4659485935046,26.465948593504606,1
198,220,223.4659485935046,25.465948593504606,1
199,220,223.4659485935046,24.465948593504606,1
205,219,223.93771819474324,18.93771819474324,1
206,219,223.93771819474324,17.93771819474324,1
207,219,223.93771819474324,16.93771819474324,1
208,220,223.4659485935046,15.465948593504606,1
209,218,224.40948779598187,15.409487795981875,1
210,218,224.40948779598187,14.409487795981875,1
211,219,223.93771819474324,12.93771819474324,1
212,220,223.4659485935046,11.465948593504606,1
213,217,224.8812573972205,11.881257397220509,1
214,217,224.8812573972205,10.881257397220509,1
215,217,224.8812573972205,9.881257397220509,1
216,217,224.8812573972205,8.881257397220509,1
217,218,224.40948779598187,7.409487795981875,1
218,216,225.35302699845914,7.353026998459143,1
219,216,225.35302699845914,6.353026998459143,1
220,215,225.82479659969778,5.824796599697777,1
221,215,225.82479659969778,4.824796599697777,0
222,215,225.82479659969778,3.824796599697777,0
233,212,227.2401054034137,-5.759894596586292,0
234,212,227.2401054034137,-6.759894596586292,0
235,212,227.2401054034137,-7.759894596586292,0
236,212,227.2401054034137,-8.759894596586292,0
237,212,227.2401054034137,-9.759894596586292,0
238,211,227.71187500465234,-10.288124995347658,0
239,211,227.71187500465234,-11.288124995347658,0
240,211,227.71187500465234,-12.288124995347658,0
241,283,193.7444637154704,-47.2555362845296,0
247,255,206.95401255015227,-40.04598744984773,0
248,255,206.95401255015227,-41.04598744984773,0
249,255,206.95401255015227,-42.04598744984773,0
255,207,229.5989534096069,-25.401046590393094,0
256,207,229.5989534096069,-26.401046590393094,0
257,207,229.5989534096069,-27.401046590393094,0
258,207,229.5989534096069,-28.401046590393094,0
261,205,230.54249261208417,-30.457507387915825,0
262,205,230.54249261208417,-31.457507387915825,0
263,197,234.31664942199328,-28.683350578006724,0
264,199,233.373110219516,-30.626889780483992,0
265,199,233.373110219516,-31.626889780483992,0
266,199,233.373110219516,-32.62688978048399,0
