x,y,baseline,depth,groove
170,227,234.98122644698455,64.98122644698455,1
171,227,234.98122644698455,63.98122644698455,1
172,227,234.98122644698455,62.98122644698455,1
197,219,238.0708812740225,41.0708812740225,1
198,219,238.0708812740225,40.0708812740225,1
199,219,238.0708812740225,39.0708812740225,1
200,219,238.0708812740225,38.0708812740225,1
201,219,238.0708812740225,37.0708812740225,1
202,219,238.0708812740225,36.0708812740225,1
203,219,238.0708812740225,35.0708812740225,1
204,219,238.0708812740225,34.0708812740225,1
205,219,238.0708812740225,33.0708812740225,1
216,216,239.22950183416174,23.229501834161738,1
217,216,239.22950183416174,22.229501834161738,1
218,216,239.22950183416174,21.229501834161738,1
253,279,214.89847007123797,-38.101529928762034,0
254,281,214.12605636447847,-39.87394363552153,0
255,281,214.12605636447847,-40.87394363552153,0
259,204,243.86398407471864,-15.136015925281356,0
260,204,243.86398407471864,-16.136015925281356,0
261,204,243.86398407471864,-17.136015925281356,0
262,238,230.7329510598074,-31.26704894019261,0
263,238,230.7329510598074,-32.26704894019261,0
264,227,234.98122644698455,-29.01877355301545,0
265,201,245.02260463485786,-19.977395365142144,0
266,200,245.4088114882376,-20.591188511762397,0
267,200,245.4088114882376,-21.591188511762397,0
268,197,246.56743204837682,-21.432567951623184,0
269,196,246.95363890175656,-22.046361098243437,0
273,200,245.4088114882376,-27.591188511762397,0
274,200,245.4088114882376,-28.591188511762397,0
275,200,245.4088114882376,-29.591188511762397,0
276,200,245.4088114882376,-30.591188511762397,0
282,198,246.18122519499707,-35.81877480500293,0
283,198,246.18122519499707,-36.81877480500293,0
284,198,246.18122519499707,-37.81877480500293,0
