x,y,baseline,depth,groove
119,306,155.18832066344152,36.188320663441516,1
120,306,155.18832066344152,35.188320663441516,1
121,306,155.18832066344152,34.188320663441516,1
131,330,151.0210780926053,20.021078092605308,1
132,331,150.8474429854871,18.847442985487106,1
133,330,151.0210780926053,18.021078092605308,1
134,334,150.3265376641326,16.326537664132587,1
135,334,150.3265376641326,15.326537664132587,1
136,309,154.667415342087,18.667415342086997,1
137,309,154.667415342087,17.667415342086997,1
138,309,154.667415342087,16.667415342086997,1
141,330,151.0210780926053,10.021078092605308,1
142,328,151.36834830684165,9.368348306841654,1
143,314,153.79923980649613,10.799239806496132,1
144,314,153.79923980649613,9.799239806496132,1
145,314,153.79923980649613,8.799239806496132,1
146,314,153.79923980649613,7.799239806496132,1
147,313,153.9728749136143,6.972874913614305,1
148,313,153.9728749136143,5.972874913614305,1
149,313,153.9728749136143,4.972874913614305,0
150,313,153.9728749136143,3.972874913614305,0
151,313,153.9728749136143,2.972874913614305,0
152,313,153.9728749136143,1.9728749136143051,0
153,314,153.79923980649613,0.7992398064961321,0
154,315,153.62560469937796,-0.37439530062204085,0
155,315,153.62560469937796,-1.3743953006220408,0
156,315,153.62560469937796,-2.374395300622041,0
157,307,155.01468555632334,-1.985314443676657,0
158,307,155.01468555632334,-2.985314443676657,0
159,324,152.06288873531435,-6.9371112646856545,0
160,315,153.62560469937796,-6.374395300622041,0
161,314,153.79923980649613,-7.200760193503868,0
162,314,153.79923980649613,-8.200760193503868,0
163,314,153.79923980649613,-9.200760193503868,0
164,314,153.79923980649613,-10.200760193503868,0
165,314,153.79923980649613,-11.200760193503868,0
167,314,153.79923980649613,-13.200760193503868,0
168,314,153.79923980649613,-14.200760193503868,0
169,314,153.79923980649613,-15.200760193503868,0
170,314,153.79923980649613,-16.200760193503868,0
171,315,153.62560469937796,-17.37439530062204,0
174,318,153.1046993780234,-20.895300621976588,0
175,318,153.1046993780234,-21.895300621976588,0
176,318,153.1046993780234,-22.895300621976588,0
182,318,153.1046993780234,-28.895300621976588,0
183,317,153.27833448514158,-29.721665514858415,0
184,317,153.27833448514158,-30.721665514858415,0
185,317,153.27833448514158,-31.721665514858415,0
